rental_id,rent,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,neighborhood
7732,2600,0.0,1,450,1,5.0,16,0,0,0,1,1,0,1,1,Lower East Side
3117,6000,2.0,2,1050,1,16.0,12,0,0,0,0,1,1,0,0,Flatiron
5839,6000,2.0,2,1152,8,12.0,12,0,0,0,0,1,0,0,0,Midtown East
2086,2550,1.0,1,716,5,0.0,96,0,1,1,1,1,1,0,1,Central Harlem
4617,3360,1.0,1,710,3,5.0,15,1,0,0,0,0,0,0,0,Financial District
2856,7895,3.0,2,1800,1,2.0,81,0,0,0,0,0,0,0,0,Tribeca
9520,2975,1.0,1,570,6,5.0,42,0,0,1,0,0,1,1,0,Upper East Side
5004,3250,1.0,1,833,7,25.0,41,0,0,0,1,1,1,0,1,Upper East Side
3841,3500,1.0,1,770,10,12.0,27,0,0,0,1,1,0,0,0,Midtown East
8828,3500,1.0,1,824,3,6.0,55,0,1,0,1,1,0,0,1,Upper West Side
6079,3610,1.0,1,564,2,15.0,99,1,0,0,0,0,0,0,0,Upper West Side
4615,5500,3.0,2,1500,3,2.0,91,0,0,0,0,0,0,0,0,Upper West Side
407,11000,3.0,3,2442,6,2.0,31,0,1,0,1,1,1,0,1,Midtown East
8641,3200,1.0,1,730,9,9.0,57,0,0,0,0,0,0,0,0,Midtown East
4962,2100,1.0,1,600,3,3.0,107,0,0,0,0,0,0,0,0,Central Harlem
5391,3650,1.0,1,650,2,13.0,53,0,0,0,0,0,0,0,0,Greenwich Village
64,2550,0.0,1,400,2,15.0,99,1,0,0,0,0,0,0,0,Upper West Side
5570,3250,1.0,1,662,2,31.0,29,0,0,0,0,0,0,0,0,Battery Park City
2558,8900,2.0,2,1589,9,22.0,15,1,0,0,1,0,0,0,0,Midtown East
10381,2845,0.0,1,493,10,6.0,16,1,0,0,0,0,0,0,0,Midtown West
1395,5000,3.0,1,850,5,6.0,112,1,0,0,0,0,0,0,0,Midtown East
2652,3550,1.0,1,735,7,19.0,39,1,0,0,0,0,0,0,0,Upper East Side
781,4110,1.0,1,722,8,8.0,16,1,0,0,0,0,0,0,0,Midtown East
390,11894,3.0,3,1802,6,15.0,7,0,1,1,1,1,0,0,1,Upper East Side
8016,5295,2.0,2,892,10,10.0,29,1,0,0,0,0,0,0,0,Midtown West
3803,3950,3.0,1,1000,3,3.0,76,0,0,0,0,0,0,0,0,Upper West Side
6060,9500,2.0,2,1305,8,11.0,10,0,0,1,0,0,1,0,0,Chelsea
790,5000,2.0,2,1065,2,11.0,25,1,0,0,1,1,1,0,0,Upper East Side
720,4680,1.0,1,896,5,20.0,17,1,0,0,0,0,0,0,0,Upper West Side
1495,3995,0.0,1,1350,6,2.0,116,0,0,0,0,0,0,0,0,Financial District
10678,4000,2.0,1,500,5,1.0,106,0,1,0,1,1,0,0,1,Midtown East
314,3550,0.0,1,536,1,9.0,8,0,0,0,1,0,0,0,0,Flatiron
6934,7600,2.0,2,1168,7,47.0,6,0,0,0,1,1,0,0,0,Midtown South
4835,5600,2.0,2,1100,8,20.0,32,0,1,0,1,1,0,0,1,Midtown East
10449,5995,1.0,1,796,0,24.0,2,0,0,0,0,0,0,0,0,Flatiron
1484,3100,0.0,1,700,1,24.0,88,0,0,0,0,1,1,0,0,Financial District
7695,6949,2.0,2,1160,1,3.0,9,0,0,1,1,1,0,0,1,East Village
2408,6000,1.0,1,750,5,4.0,106,0,0,1,0,0,1,0,0,West Village
52,9000,2.0,2,1000,5,6.0,3,1,0,0,0,0,0,0,0,Nolita
5749,3195,0.5,1,525,8,2.0,106,1,0,0,0,0,0,0,0,Midtown East
3219,3400,1.0,1,750,9,23.0,87,0,0,0,0,0,0,0,0,Midtown East
903,2650,0.0,1,470,2,15.0,25,1,0,0,0,0,0,0,0,Upper East Side
3567,2900,1.0,1,475,1,10.0,103,0,0,0,0,0,0,0,0,Midtown South
91,3500,3.0,1,745,1,2.0,96,0,1,1,1,1,0,0,0,East Harlem
5103,4490,3.0,1,675,7,3.0,116,0,0,0,0,0,0,0,0,East Village
9238,2600,0.0,1,404,2,20.0,86,0,0,1,1,1,0,0,0,Central Park South
783,5900,2.0,1,1400,3,7.0,100,0,0,0,0,0,0,0,0,Upper West Side
9150,2500,0.0,1,468,8,22.0,18,1,1,1,1,1,1,1,1,Upper East Side
3641,5500,1.0,1,1000,3,3.0,116,1,0,0,0,1,0,0,0,East Village
9340,4095,2.0,1,1000,2,9.0,91,0,0,0,0,0,0,0,0,Morningside Heights
4003,3590,1.0,1,626,7,27.0,39,1,0,0,1,1,0,0,1,Midtown East
6493,6295,2.0,2,1200,7,1.0,13,0,0,0,0,0,0,0,0,West Village
1963,7650,2.0,2,1023,2,49.0,6,0,0,0,1,0,0,1,0,Financial District
7026,5035,2.0,2,972,4,4.0,28,1,0,0,0,0,0,0,0,Upper West Side
5369,7600,2.0,2,1380,7,25.0,9,0,1,0,0,0,0,0,0,Upper West Side
4794,3300,1.0,1,885,5,3.0,31,0,1,0,1,1,1,0,1,Midtown East
2800,2400,1.0,1,695,6,2.0,9,0,1,1,1,1,0,1,1,East Harlem
10666,2385,2.0,1,800,9,5.0,106,1,0,0,0,0,0,0,0,Upper East Side
6497,3100,1.0,1,800,5,1.0,106,0,0,0,0,0,0,0,0,Midtown East
4465,6995,3.0,1,1266,5,3.0,41,1,0,0,0,0,0,0,0,Tribeca
5387,7975,2.0,2,1182,2,7.0,3,0,0,0,0,0,0,0,0,Upper West Side
9841,1525,1.0,1,415,2,2.0,96,1,0,0,0,0,0,0,0,Inwood
4720,4725,1.0,1,865,2,35.0,29,0,0,0,0,0,0,1,0,Midtown
636,2750,0.0,1,600,9,14.0,57,0,0,0,0,0,0,0,0,Midtown East
3548,4400,2.0,1,812,43,40.0,43,1,0,0,0,0,0,0,0,Midtown East
4642,4000,1.0,1,788,2,23.0,26,0,0,0,1,1,1,0,1,Midtown East
6465,3500,0.0,1,550,2,6.0,1,0,0,0,0,0,0,0,0,Tribeca
2550,4100,1.0,2,1312,11,5.0,108,1,0,0,0,0,0,0,0,Lower East Side
2311,1895,1.0,1,700,3,3.0,106,0,0,0,0,0,0,0,0,East Harlem
4287,2550,0.0,1,420,3,1.0,116,1,0,0,0,0,0,0,0,Flatiron
3040,2750,1.0,1,600,7,1.0,106,0,0,0,0,0,0,0,0,East Village
4795,3800,1.0,1,632,6,4.0,14,0,0,1,1,1,1,0,0,East Village
1065,2500,2.0,1,1000,2,2.0,106,0,0,0,0,0,0,0,0,Central Harlem
5003,3350,1.0,1,722,7,3.0,12,0,0,1,1,1,1,0,0,Upper West Side
11265,3800,1.0,2,1100,11,1.0,108,1,0,0,0,0,0,0,0,Lower East Side
6327,4500,2.0,2,1200,1,1.0,106,0,0,0,0,0,0,0,0,Upper West Side
7286,2500,0.0,1,400,2,10.0,86,1,0,0,0,0,0,0,0,Midtown West
2578,3230,0.0,1,583,4,17.0,47,1,0,0,1,0,0,0,0,Financial District
297,4200,1.0,1,650,2,10.0,89,1,0,0,0,0,1,0,0,Midtown
4332,3995,2.0,2,1200,11,3.0,76,0,0,0,0,0,0,0,0,Upper East Side
1848,13315,3.0,3,1622,1,10.0,89,1,0,0,0,0,0,0,0,Upper West Side
4957,2975,1.0,1,700,1,2.0,75,0,0,0,0,0,0,0,0,Upper West Side
6101,4300,1.0,1,777,5,8.0,31,0,1,0,0,0,0,0,0,Battery Park City
9888,2245,0.0,1,450,4,2.0,96,0,0,0,0,0,0,0,0,East Village
10026,2895,2.0,1,700,3,6.0,106,0,0,0,0,0,0,0,0,Upper West Side
7601,5195,2.0,2,1029,1,11.0,116,1,0,0,0,0,0,0,0,Financial District
7194,5000,3.0,2,1500,5,3.0,106,0,0,0,0,0,0,0,0,Midtown East
6763,4700,1.0,1,800,9,4.0,88,0,0,1,1,1,0,0,1,East Village
8971,3195,0.0,1,529,4,8.0,19,1,0,0,0,0,0,0,0,Upper East Side
8190,4175,1.0,1,713,4,9.0,19,1,1,1,1,1,0,0,1,Upper East Side
397,6125,2.0,2,975,5,3.0,9,0,0,0,0,0,0,0,0,Tribeca
9861,4020,1.0,1,601,4,12.0,51,1,0,0,0,0,0,0,0,Upper West Side
10557,4500,2.0,2,974,5,4.0,18,1,0,0,0,0,0,0,0,Battery Park City
9666,4800,2.0,1,827,4,1.0,78,1,0,0,0,0,0,0,0,Chelsea
3885,5995,1.5,1,975,2,4.0,116,1,0,1,1,1,1,0,1,West Village
1620,4300,1.0,1,950,6,18.0,60,0,1,1,1,1,0,0,1,Midtown East
8084,2499,0.0,1,600,6,21.0,87,0,0,0,0,0,0,0,0,Midtown East
4479,2600,0.0,1,554,2,8.0,13,1,0,0,0,0,1,0,0,Financial District
11251,1550,1.0,1,700,2,4.0,93,0,0,0,0,0,0,0,0,Washington Heights
6012,4300,1.0,1,965,1,3.0,107,0,0,0,0,0,0,0,0,Financial District
8615,3695,1.0,1,674,4,5.0,28,1,0,0,0,0,0,0,0,Upper West Side
3298,2775,0.0,1,550,2,10.0,13,0,1,0,1,1,0,0,1,Financial District
10776,2595,1.0,1,650,13,3.0,13,0,0,0,0,0,0,0,0,East Village
1251,3050,0.0,1,537,1,15.0,116,1,0,0,1,1,0,0,0,Financial District
8177,2750,0.0,1,500,1,5.0,25,0,0,0,0,1,0,0,0,Upper West Side
1783,3300,0.0,1,713,1,5.0,76,0,0,0,1,1,1,0,0,Financial District
1811,7950,2.0,2,2000,6,5.0,113,0,1,0,1,1,0,0,1,Flatiron
8065,4120,1.0,1,722,8,12.0,16,1,0,1,0,0,1,0,0,Midtown East
1393,3800,1.0,1,720,1,20.0,29,0,1,0,1,1,0,0,1,Upper East Side
1270,2950,2.0,2,966,2,4.0,4,0,0,0,0,0,0,0,0,Central Harlem
166,2835,0.0,1,493,10,12.0,16,1,0,0,0,0,0,0,0,Midtown West
6372,15000,2.0,2,2010,9,83.0,15,0,1,0,1,1,0,1,1,Midtown East
2890,3250,1.0,1,775,4,5.0,106,1,0,0,0,0,0,0,0,Upper East Side
724,7500,3.0,2,1051,4,26.0,47,0,1,1,0,1,0,0,1,Upper West Side
8061,2845,0.0,1,446,4,4.0,18,1,1,0,0,0,1,0,0,Upper West Side
7058,5800,2.0,1,1100,5,19.0,57,1,0,0,0,0,0,0,0,Midtown East
4621,4855,1.0,1,941,7,25.0,39,1,0,0,0,0,0,0,0,Midtown East
5667,3805,1.0,1,634,7,24.0,39,1,0,0,0,0,0,0,0,Midtown East
5966,3150,3.0,1,900,5,3.0,106,0,0,0,0,0,0,0,0,Midtown West
10165,6900,2.0,2,1413,5,19.0,17,1,0,0,0,0,0,0,0,Upper West Side
2631,4850,2.0,2,845,3,20.0,38,0,0,0,0,0,0,0,0,Upper East Side
809,2450,1.0,1,575,5,2.0,116,0,0,0,0,0,0,0,0,Midtown East
1584,4875,1.0,1,796,2,20.0,38,0,0,0,0,0,0,1,0,Midtown West
1195,9000,2.0,2,1599,2,29.0,38,0,0,0,0,0,0,0,0,Midtown West
10073,3500,1.0,1,940,2,5.0,116,1,0,0,0,0,0,0,0,Financial District
8160,3400,1.0,1,709,4,3.0,116,0,0,0,1,1,0,0,0,Financial District
3558,3600,2.0,1,900,1,6.0,87,0,1,1,1,1,1,0,0,Financial District
3971,3200,1.0,1,610,1,6.0,103,0,0,0,0,0,0,0,0,Midtown South
6,4000,1.0,1,830,1,8.0,88,0,1,0,1,1,0,0,1,Financial District
10502,3060,0.0,1,404,12,20.0,4,1,0,0,0,0,0,0,0,Midtown West
10920,2650,0.0,1,435,2,18.0,25,1,1,1,1,1,1,0,1,Upper East Side
2228,3500,3.0,2,1800,5,5.0,101,1,0,1,1,1,0,0,0,Washington Heights
722,3577,1.0,1,587,3,3.0,96,0,0,0,0,0,0,0,0,East Village
1200,2755,0.0,1,415,4,14.0,18,1,0,1,0,0,0,0,0,Upper West Side
6477,3525,1.0,0,950,5,4.0,81,0,0,1,1,1,1,0,0,Upper East Side
2416,8500,2.0,2,2100,1,6.0,104,0,0,0,0,0,0,0,0,Greenwich Village
4847,3400,1.0,1,625,5,2.0,57,1,0,0,0,0,0,0,0,Midtown East
7106,12500,2.0,3,1572,4,6.0,9,0,0,1,0,0,0,1,0,Upper West Side
5531,2934,0.0,1,560,3,5.0,44,1,0,0,0,0,0,0,0,Financial District
6416,2925,0.0,1,461,5,12.0,17,1,0,0,0,0,0,0,0,Upper West Side
1134,6500,1.0,1,1005,4,3.0,115,0,0,0,0,0,0,0,0,Upper West Side
3134,5400,3.0,2,1095,9,15.0,15,1,0,1,1,0,1,1,1,Midtown East
1431,3500,1.0,1,675,6,1.0,92,0,0,1,0,0,1,0,0,Upper East Side
5612,4600,1.0,1,800,1,2.0,108,0,0,1,1,1,0,0,1,Upper West Side
3816,3500,1.0,1,785,10,6.0,6,0,0,0,0,0,0,0,0,East Village
8146,2500,1.0,1,700,5,4.0,106,0,0,0,1,0,0,0,0,Upper West Side
6533,1850,1.0,1,650,3,1.0,89,0,0,0,0,0,0,0,0,Inwood
8573,2595,0.0,1,650,4,2.0,76,0,0,0,0,0,1,0,0,East Village
201,3900,1.0,1,575,3,14.0,27,0,0,0,1,1,0,0,0,Chelsea
2320,3850,1.0,1,748,5,17.0,9,0,1,1,1,1,0,0,0,Midtown
6528,3325,1.0,2,640,2,6.0,120,0,0,0,0,0,0,0,0,Financial District
833,11750,2.0,3,1702,3,11.0,1,0,0,0,0,0,0,0,0,Tribeca
1477,2585,0.0,1,400,6,2.0,115,0,0,0,0,0,0,0,0,Midtown West
8963,7000,3.0,2,1675,4,10.0,56,1,0,0,1,1,0,0,0,Upper West Side
4931,2995,1.0,1,653,0,6.0,75,0,0,1,1,1,1,0,1,Upper West Side
8102,2895,0.0,1,506,2,18.0,41,0,0,0,1,1,0,0,0,Upper East Side
1790,10000,2.0,2,1548,3,5.0,106,0,0,1,0,0,1,0,0,Tribeca
6431,3450,2.0,1,800,3,12.0,89,0,0,0,0,0,0,0,0,Upper West Side
4766,18000,4.0,2,2000,6,36.0,47,0,0,0,0,1,0,0,0,Upper East Side
10271,3500,1.0,1,673,3,6.0,28,0,0,0,1,0,0,0,0,Battery Park City
1444,8000,2.0,2,1260,3,14.0,11,0,0,0,1,1,0,0,0,Tribeca
7338,6200,2.0,2,1033,1,6.0,9,0,1,1,1,1,0,0,1,East Village
4841,3196,1.0,1,500,9,6.0,76,0,0,0,0,0,0,0,0,East Village
9676,5758,2.0,2,1085,13,12.0,1,1,0,0,0,0,0,0,0,Upper East Side
9194,3150,1.0,1,730,9,9.0,57,0,0,0,0,0,0,0,0,Midtown East
10867,9500,2.0,2,1856,1,10.0,107,0,0,0,0,0,0,0,0,Financial District
2402,5500,1.0,1,890,2,23.0,11,1,1,0,1,1,0,1,1,Midtown
7064,8500,2.0,2,1287,2,32.0,43,0,0,0,0,0,0,0,0,Midtown
6130,2700,0.0,1,521,3,8.0,15,1,0,0,0,0,0,0,0,Upper West Side
9153,2300,1.0,1,600,3,5.0,77,0,0,0,0,0,0,0,0,Upper West Side
1210,4250,2.0,1,875,1,14.0,59,0,0,0,0,0,0,0,0,Midtown East
5541,5882,2.0,2,1079,4,15.0,47,1,0,0,0,0,0,0,0,Financial District
11330,5500,1.0,2,850,0,7.0,56,0,0,0,0,0,0,1,0,Upper East Side
2806,3350,1.0,1,730,8,14.0,32,1,0,0,1,1,0,0,0,Midtown East
71,6000,1.0,1,1100,4,14.0,43,0,0,0,0,0,0,0,0,Upper East Side
4278,5750,2.0,2,1070,2,41.0,9,0,1,0,1,1,0,0,1,Midtown West
4994,2300,1.0,1,500,2,4.0,116,0,0,0,0,0,0,0,0,Upper East Side
11299,3898,1.0,2,1201,11,5.0,108,1,0,0,0,0,0,0,0,Lower East Side
728,3250,1.0,1,600,2,10.0,89,0,1,1,1,1,1,0,1,Midtown
2058,6200,2.0,2,1050,2,3.0,25,0,0,0,0,0,0,0,0,Upper East Side
13,3700,1.0,1,700,10,37.0,13,1,0,0,0,0,0,0,0,Midtown West
830,16500,3.0,3,2013,2,9.0,92,0,1,1,1,1,0,0,1,Upper West Side
7790,3200,2.0,2,1001,2,4.0,4,0,0,0,0,0,0,0,0,Central Harlem
10221,5000,1.0,1,706,3,9.0,116,0,0,0,1,1,1,0,0,Flatiron
529,1799,0.0,1,300,2,5.0,96,1,0,0,0,0,0,0,0,Upper West Side
2518,5600,4.0,2,3000,1,1.0,106,0,0,0,0,0,0,0,0,Central Harlem
706,3800,1.0,1,585,2,32.0,38,0,0,1,0,0,0,0,0,Midtown West
6597,3250,1.0,1,650,6,4.0,53,1,0,0,0,0,0,0,0,Upper West Side
5588,4500,1.0,1,757,2,37.0,38,0,0,0,0,1,0,0,0,Midtown West
6769,3850,0.5,1,650,3,22.0,86,0,0,0,1,1,0,0,0,Financial District
5272,6800,2.0,2,1200,43,36.0,41,0,0,0,0,0,0,0,0,Upper East Side
3084,2650,0.0,1,650,7,26.0,49,0,0,0,0,0,0,0,0,Midtown East
2900,3200,1.0,1,603,3,4.0,15,1,0,0,0,0,0,0,0,Upper West Side
6545,5792,2.0,1,935,2,18.0,42,1,0,0,0,0,0,0,0,Upper West Side
8480,6495,2.0,2,1031,5,3.0,37,1,0,0,0,0,0,0,0,Upper West Side
9195,1699,1.0,1,600,2,2.0,87,0,0,0,0,0,0,0,0,Washington Heights
5289,5000,2.0,2,1041,10,14.0,27,0,0,0,0,1,1,0,0,Midtown East
7458,3795,2.0,1,750,2,6.0,116,0,0,0,0,0,0,0,0,Financial District
2445,3700,1.0,1,741,2,25.0,9,0,0,0,1,1,0,0,0,Midtown West
10256,3400,1.0,1,535,4,8.0,43,0,0,0,0,0,0,0,0,Upper East Side
7980,5250,1.0,1,827,2,35.0,42,1,0,0,0,0,0,0,0,Upper West Side
10386,4040,1.0,1,825,5,8.0,17,1,0,1,0,1,1,0,1,Upper West Side
9158,3700,1.0,1,700,4,9.0,31,0,0,1,1,1,0,0,1,Chelsea
7207,5350,1.0,1,917,3,10.0,103,0,0,0,1,1,0,0,1,Flatiron
10620,2695,1.0,1,650,2,1.0,56,0,0,0,0,0,0,0,0,Upper East Side
3990,3150,1.0,1,618,14,28.0,30,1,0,0,0,0,0,0,0,Upper East Side
3146,7795,1.0,1,642,3,6.0,106,0,0,0,0,0,0,0,0,Soho
2072,3600,1.0,1,672,7,5.0,7,0,1,1,0,1,0,0,0,Midtown East
5953,12300,2.0,2,1646,1,12.0,9,0,1,0,1,1,1,0,1,Upper East Side
6568,15000,2.0,2,1689,3,27.0,49,0,1,0,0,1,0,0,0,Upper East Side
266,2500,0.0,1,400,6,3.0,116,1,0,0,0,0,0,0,0,Financial District
5976,2650,0.5,1,600,4,4.0,52,0,0,0,0,0,0,0,0,Midtown West
6665,5605,2.0,2,971,8,11.0,16,1,0,0,0,0,0,0,0,Midtown East
2962,4400,1.0,1,812,3,7.0,94,0,1,1,1,1,1,0,1,Midtown South
8530,10995,2.0,2,1603,4,8.0,10,1,0,0,1,1,1,0,0,Midtown East
9806,3450,1.5,1,800,9,11.0,57,0,0,0,0,0,0,0,0,Midtown East
8883,3675,0.0,1,619,6,3.0,8,1,0,0,0,0,0,0,0,Battery Park City
2725,7495,3.0,2,1600,2,12.0,89,0,0,0,0,0,0,0,0,Upper West Side
10999,3755,1.0,1,688,3,11.0,15,1,0,0,0,0,0,0,0,Financial District
9652,3600,0.0,1,526,10,3.0,0,1,0,0,0,0,0,0,0,Midtown West
6961,5000,2.0,2,1157,43,4.0,41,0,0,0,0,0,0,0,0,Upper East Side
5909,3995,0.0,1,424,3,5.0,2,1,0,0,0,0,0,0,0,East Village
1668,11000,2.0,2,1297,4,8.0,58,0,0,0,1,1,0,0,0,Upper East Side
1215,3600,1.0,1,770,10,9.0,9,0,0,0,1,1,0,0,0,Gramercy Park
852,15000,3.0,3,1800,9,24.0,11,0,0,1,1,1,0,0,1,Upper East Side
1217,3950,1.0,1,866,12,39.0,27,0,0,0,1,1,0,0,0,Midtown East
10130,6300,1.0,2,992,2,9.0,10,0,0,0,0,0,0,0,0,Chelsea
1703,4100,1.0,1,646,1,8.0,6,0,0,0,0,0,0,0,0,East Village
10715,3000,1.0,1,750,4,1.0,66,0,0,0,0,0,0,0,0,Midtown East
87,14500,4.0,3,2283,5,15.0,30,0,0,0,0,0,0,0,0,Upper East Side
1332,5450,2.0,2,1227,1,18.0,116,1,0,0,0,0,0,0,0,Financial District
7561,4900,2.0,1,568,3,3.0,106,0,0,0,0,0,0,0,0,Soho
3554,9000,2.0,2,1578,6,5.0,104,0,1,0,1,1,0,0,1,Chelsea
3389,3513,0.0,1,431,2,27.0,16,1,0,0,0,0,0,0,0,Flatiron
9863,8195,3.0,2,1600,6,5.0,86,0,0,0,0,0,0,0,0,Upper West Side
6138,3275,1.0,1,640,3,3.0,15,1,0,0,0,0,0,0,0,Upper West Side
1518,4400,1.0,1,778,2,46.0,9,0,0,1,0,1,0,0,0,Midtown West
2673,4405,1.0,1,679,5,10.0,9,1,0,0,0,0,0,0,0,Tribeca
9886,3200,1.0,1,585,2,20.0,38,1,0,1,0,0,0,0,1,Midtown West
831,4700,1.0,1,747,2,39.0,6,0,0,0,1,1,1,0,1,Financial District
4282,7000,1.0,2,1068,1,4.0,8,0,0,0,0,0,1,0,0,Flatiron
3759,8250,2.0,2,1322,1,28.0,29,0,1,1,1,1,0,0,1,Upper East Side
7961,4700,2.0,2,915,3,3.0,31,1,0,0,0,0,0,0,0,Battery Park City
9183,2300,2.0,1,850,7,5.0,86,0,0,0,0,0,0,0,0,Hamilton Heights
5848,2300,2.0,1,750,9,2.0,101,0,0,0,0,0,0,0,0,Upper East Side
7462,2600,0.0,1,517,2,2.0,28,1,0,0,0,0,0,0,0,Midtown West
8901,11750,2.0,2,1706,6,22.0,8,1,0,0,0,0,0,0,0,Battery Park City
11258,2950,1.0,1,700,7,15.0,12,0,1,1,1,1,0,0,1,Roosevelt Island
5414,7495,3.0,2,1641,4,12.0,6,1,0,0,0,0,0,0,0,Central Harlem
7082,3350,0.0,1,721,1,22.0,112,1,0,0,0,0,0,0,0,Financial District
4648,6600,2.0,2,1342,2,17.0,28,0,0,1,0,0,0,0,0,Battery Park City
1003,5425,2.0,2,1104,2,17.0,90,1,0,0,0,0,0,0,0,Financial District
11250,3400,1.0,1,1164,11,2.0,108,1,0,0,0,0,0,0,0,Lower East Side
4635,3299,0.0,1,470,4,18.0,19,1,0,0,0,0,0,0,0,Upper West Side
271,3650,0.0,1,698,2,9.0,8,0,1,1,1,1,1,0,1,Financial District
6429,3134,0.0,1,431,2,10.0,16,1,0,0,0,0,0,0,0,Flatiron
6998,2750,2.0,1,850,1,4.0,96,0,1,0,1,1,1,0,0,East Harlem
2796,3000,1.0,1,600,5,2.0,116,0,1,0,1,1,0,0,1,Upper West Side
9175,2300,0.0,1,400,9,6.0,116,0,0,0,0,0,0,0,0,East Village
4038,4850,1.0,1,754,10,3.0,0,1,0,0,0,0,0,0,0,Midtown West
2905,4900,1.0,1,1200,1,14.0,88,0,0,0,0,0,0,0,0,Financial District
1665,19000,2.0,2,1728,2,21.0,2,0,0,0,0,0,0,0,0,Midtown
2551,2300,1.0,1,883,3,1.0,85,0,0,0,0,0,0,0,0,Washington Heights
2665,1949,0.0,1,400,6,1.0,96,0,0,0,0,1,0,0,0,East Village
4043,2850,2.0,1,700,4,8.0,8,1,0,0,0,0,0,0,0,East Harlem
5305,3800,0.0,1,516,2,20.0,0,1,0,0,0,0,0,0,0,Midtown South
4114,2950,1.0,1,775,4,6.0,87,0,1,1,1,1,1,0,1,Upper West Side
8145,2300,0.0,1,350,2,9.0,107,0,0,0,0,0,0,0,0,Morningside Heights
4196,4800,2.0,2,1053,5,21.0,56,0,0,0,1,1,1,0,1,Midtown East
4345,3742,1.0,1,624,12,9.0,4,1,0,0,0,0,0,0,0,Midtown West
8372,2900,0.0,1,497,15,30.0,43,1,0,0,0,0,0,0,1,Midtown East
7929,4000,1.0,1,587,3,6.0,52,1,1,0,0,1,0,0,0,Tribeca
961,4195,1.0,1,632,2,17.0,89,1,0,0,0,1,0,0,0,Upper West Side
262,3995,2.0,1,900,10,1.0,91,0,0,0,0,0,0,0,0,Midtown West
2465,4405,1.0,1,586,3,3.0,16,1,0,0,0,1,0,0,0,Chelsea
752,3295,0.0,1,670,6,3.0,113,1,0,0,0,0,0,0,0,Gramercy Park
4229,3345,2.0,1,750,8,5.0,116,0,0,0,0,0,0,0,0,Chelsea
667,4495,2.0,2,920,2,4.0,13,1,1,0,1,1,0,0,0,Financial District
774,4995,2.0,2,1181,2,15.0,34,1,0,0,0,1,1,0,0,Financial District
3982,11750,2.0,2,1621,1,7.0,9,0,1,1,1,0,1,0,0,Upper East Side
7505,2269,1.0,1,775,6,4.0,96,0,0,0,0,0,0,0,0,Upper East Side
4704,3675,1.0,1,850,4,4.0,76,0,1,1,1,0,1,0,1,East Village
7960,4900,1.0,1,870,2,9.0,11,0,1,1,0,0,1,0,0,Midtown
6198,2695,1.0,1,550,2,2.0,116,0,0,0,0,0,0,0,0,East Village
1430,4600,2.0,2,1012,12,29.0,32,0,0,0,1,1,0,0,0,Midtown East
1157,4600,1.0,1,832,2,38.0,8,0,0,1,0,1,1,0,0,Financial District
1410,4000,1.0,1,450,3,7.0,52,1,0,0,0,0,0,0,0,Midtown East
8043,1700,0.0,1,450,3,5.0,86,0,0,0,1,1,1,0,0,Midtown West
2754,3200,2.0,1,875,6,14.0,57,0,1,0,1,1,0,0,1,Midtown East
4652,3800,1.0,1,768,10,39.0,27,0,1,1,1,1,1,0,1,Midtown East
9276,3800,0.0,1,525,4,17.0,24,1,0,0,0,0,0,0,0,Gramercy Park
2071,7995,2.0,2,1286,5,4.0,2,0,0,0,0,0,0,0,0,Midtown East
5591,3500,1.0,1,670,3,2.0,106,0,0,0,0,0,0,0,0,Chelsea
424,12495,3.0,3,2084,2,11.0,85,1,0,0,0,0,0,0,0,Upper West Side
8884,8800,2.0,2,1265,6,21.0,5,1,0,0,0,0,0,0,0,Battery Park City
8254,2995,1.0,1,800,3,2.0,35,0,1,0,1,1,1,0,1,Upper East Side
6630,5850,2.0,2,887,2,3.0,0,1,0,0,0,0,0,0,0,Midtown East
10553,3500,2.0,1,1000,4,6.0,66,0,0,0,0,0,0,0,0,Midtown East
1354,9500,2.0,2,1305,8,10.0,10,1,0,0,1,1,0,0,1,Chelsea
8188,11225,3.5,3,3500,2,12.0,111,1,0,0,0,0,0,0,0,Midtown
259,5950,2.0,2,1240,2,8.0,75,0,0,0,0,0,0,0,0,Central Park South
5229,4072,1.0,1,616,2,35.0,16,1,0,0,0,0,0,0,0,Flatiron
11001,3295,1.0,1,578,2,15.0,41,1,0,0,0,0,0,0,0,Upper East Side
3761,2950,0.0,1,525,2,10.0,90,1,0,0,0,0,0,0,0,Financial District
4591,7500,2.0,2,1454,7,8.0,16,0,0,0,0,0,0,0,0,Upper West Side
7171,4955,2.0,2,984,6,3.0,33,1,0,0,0,0,0,0,0,Battery Park City
2573,4135,1.0,1,657,1,12.0,29,1,0,0,1,1,1,0,0,Chelsea
6376,2995,3.0,1,980,7,6.0,86,0,0,0,0,0,0,0,0,Washington Heights
1314,4000,1.0,1,850,2,17.0,27,1,0,0,0,0,0,0,0,Midtown
1675,2000,0.0,1,350,6,4.0,87,1,0,0,0,0,0,0,0,Midtown East
59,7145,1.0,2,1321,3,5.0,116,0,0,0,0,0,0,0,0,Chelsea
4561,3900,0.0,1,550,3,5.0,11,0,0,0,0,0,0,0,0,Flatiron
9678,5714,2.0,2,1085,13,10.0,1,1,0,0,0,0,0,0,0,Upper East Side
